1.000000000000000000e+00,9.925982644485829098e+01
1.008016032064128265e+00,9.955902485384666534e+01
1.016032064128256529e+00,9.895442728382803921e+01
1.024048096192384794e+00,9.951995654331881269e+01
1.032064128256513058e+00,9.951847686675779414e+01
1.040080160320641323e+00,9.934908576124156809e+01
1.048096192384769587e+00,9.925299675451664427e+01
1.056112224448897852e+00,9.852309344556124415e+01
1.064128256513026116e+00,9.858507185736959855e+01
1.072144288577154381e+00,9.949371664311271957e+01
1.080160320641282645e+00,9.892663432584117800e+01
1.088176352705410910e+00,9.971791457464865971e+01
1.096192384769539174e+00,9.953228781786812362e+01
1.104208416833667439e+00,9.967014823369270005e+01
1.112224448897795481e+00,1.000208574895167715e+02
1.120240480961923746e+00,1.002967027263085811e+02
1.128256513026052010e+00,1.003961264558357982e+02
1.136272545090180275e+00,1.007412835599382390e+02
1.144288577154308539e+00,1.013189444220644901e+02
1.152304609218436804e+00,1.015795738714652288e+02
1.160320641282565068e+00,1.013690947115335632e+02
1.168336673346693333e+00,1.007854567622264312e+02
1.176352705410821597e+00,1.010781549852486023e+02
1.184368737474949862e+00,1.012052465205896397e+02
1.192384769539078126e+00,1.011358240049909938e+02
1.200400801603206391e+00,1.008669467471446666e+02
1.208416833667334656e+00,1.006305957496862504e+02
1.216432865731462920e+00,1.003111559078828492e+02
1.224448897795591185e+00,1.003205185582291534e+02
1.232464929859719449e+00,9.930179725545806946e+01
1.240480961923847714e+00,9.965718272657758803e+01
1.248496993987975978e+00,9.915268666096190486e+01
1.256513026052104243e+00,9.859089862695194029e+01
1.264529058116232507e+00,9.916526514015480132e+01
1.272545090180360772e+00,9.845616447369660307e+01
1.280561122244489036e+00,9.894558564936986045e+01
1.288577154308617079e+00,9.889906130100064274e+01
1.296593186372745343e+00,9.848427989776409675e+01
1.304609218436873608e+00,9.905135991723903999e+01
1.312625250501001872e+00,9.888106713467924180e+01
1.320641282565130137e+00,9.899302898348602753e+01
1.328657314629258401e+00,9.956775824388736851e+01
1.336673346693386666e+00,9.910268530630085593e+01
1.344689378757514930e+00,1.001554606611624223e+02
1.352705410821643195e+00,9.983427425433180247e+01
1.360721442885771459e+00,1.007515599259604500e+02
1.368737474949899724e+00,1.001493580065598792e+02
1.376753507014027988e+00,1.012008001634710013e+02
1.384769539078156253e+00,1.013063984185977233e+02
1.392785571142284518e+00,1.011895852050238602e+02
1.400801603206412782e+00,1.013681159203589743e+02
1.408817635270541047e+00,1.015908047750895520e+02
1.416833667334669311e+00,1.016135570902285394e+02
1.424849699398797576e+00,1.010870424338085058e+02
1.432865731462925840e+00,1.014700220059275608e+02
1.440881763527054105e+00,1.008706867183700950e+02
1.448897795591182369e+00,1.014053618474920881e+02
1.456913827655310634e+00,1.010256727519376057e+02
1.464929859719438898e+00,1.004520153041330275e+02
1.472945891783567163e+00,1.003829636571502419e+02
1.480961923847695427e+00,9.964646490940165791e+01
1.488977955911823692e+00,1.000323009707186230e+02
1.496993987975951956e+00,9.958843887366008119e+01
1.505010020040080221e+00,9.979438173710627780e+01
1.513026052104208485e+00,9.940586920857960251e+01
1.521042084168336750e+00,9.917527127298971834e+01
1.529058116232465014e+00,9.846944580475602038e+01
1.537074148296593279e+00,9.869692990700575308e+01
1.545090180360721543e+00,9.815503617863024033e+01
1.553106212424849808e+00,9.806429330106284681e+01
1.561122244488978072e+00,9.855268397752927001e+01
1.569138276553106115e+00,9.822990187423785358e+01
1.577154308617234379e+00,9.837688318379291275e+01
1.585170340681362644e+00,9.856005666385431141e+01
1.593186372745490909e+00,9.877631020050714028e+01
1.601202404809619173e+00,9.886172224810501064e+01
1.609218436873747438e+00,9.979844693389831889e+01
1.617234468937875702e+00,1.001119502419361140e+02
1.625250501002003967e+00,1.004433430729697534e+02
1.633266533066132231e+00,1.006971906130332570e+02
1.641282565130260496e+00,1.008710478045657908e+02
1.649298597194388760e+00,1.006530240010485784e+02
1.657314629258517025e+00,1.014743465263568396e+02
1.665330661322645289e+00,1.009299743653341750e+02
1.673346693386773332e+00,1.010320503616624990e+02
1.681362725450901596e+00,1.015564256955144771e+02
1.689378757515029861e+00,1.016212507060732122e+02
1.697394789579158125e+00,1.016407824901253605e+02
1.705410821643286390e+00,1.019716726872597405e+02
1.713426853707414654e+00,1.018639628582211429e+02
1.721442885771542919e+00,1.019986216338583631e+02
1.729458917835671183e+00,1.015650282880886266e+02
1.737474949899799448e+00,1.011959392347455378e+02
1.745490981963927712e+00,1.010663106536467097e+02
1.753507014028055977e+00,1.004811511359012144e+02
1.761523046092184241e+00,1.001507026057788181e+02
1.769539078156312506e+00,1.005157607635160844e+02
1.777555110220440771e+00,1.001735910300907193e+02
1.785571142284569035e+00,9.955520804001099577e+01
1.793587174348697300e+00,9.917772201333710314e+01
1.801603206412825564e+00,9.863917388275119436e+01
1.809619238476953829e+00,9.834104169356140801e+01
1.817635270541082093e+00,9.807556873434278089e+01
1.825651302605210358e+00,9.878177165164875362e+01
1.833667334669338622e+00,9.815970507607237039e+01
1.841683366733466887e+00,9.805038438269741619e+01
1.849699398797595151e+00,9.766691776377163592e+01
1.857715430861723416e+00,9.828354418027970496e+01
1.865731462925851680e+00,9.841235877949733890e+01
1.873747494989979945e+00,9.822968344222066150e+01
1.881763527054108209e+00,9.808153917082915996e+01
1.889779559118236474e+00,9.826001777639250179e+01
1.897795591182364738e+00,9.870142025290297738e+01
1.905811623246493003e+00,9.947533897247451762e+01
1.913827655310621267e+00,9.906001438408671333e+01
1.921843687374749532e+00,1.001041015995856043e+02
1.929859719438877796e+00,1.002104011399114825e+02
1.937875751503006061e+00,1.005989129729432250e+02
1.945891783567134325e+00,1.006194758257372115e+02
1.953907815631262590e+00,1.010006864526639703e+02
1.961923847695390855e+00,1.014479440007769995e+02
1.969939879759519119e+00,1.017282749215294473e+02
1.977955911823647162e+00,1.015093026270792080e+02
1.985971943887775426e+00,1.021297677115012732e+02
1.993987975951903691e+00,1.023579491542155608e+02
2.002004008016031733e+00,1.016566342128523388e+02
2.010020040080160442e+00,1.022402068797810699e+02
2.018036072144288262e+00,1.018411135860848162e+02
2.026052104208416971e+00,1.023390682645369196e+02
2.034068136272544791e+00,1.016541540532455912e+02
2.042084168336673500e+00,1.012447857815255503e+02
2.050100200400801320e+00,1.018066615236835588e+02
2.058116232464930029e+00,1.015693357030106796e+02
2.066132264529057849e+00,1.006030716201276363e+02
2.074148296593186558e+00,1.006092644451832712e+02
2.082164328657314378e+00,1.004396399676038669e+02
2.090180360721443087e+00,9.954346579340047185e+01
2.098196392785570907e+00,9.927958700285472560e+01
2.106212424849699616e+00,9.920203226891392490e+01
2.114228456913827436e+00,9.942835606882810850e+01
2.122244488977956145e+00,9.911808320571455511e+01
2.130260521042083965e+00,9.813988506180574234e+01
2.138276553106212230e+00,9.866853410204470265e+01
2.146292585170340494e+00,9.839857782658141616e+01
2.154308617234468759e+00,9.761405649880850888e+01
2.162324649298597024e+00,9.748754227138411466e+01
2.170340681362725288e+00,9.733369698869063313e+01
2.178356713426853553e+00,9.790642039768488303e+01
2.186372745490981817e+00,9.748580195110200464e+01
2.194388777555110082e+00,9.848215931406927837e+01
2.202404809619238346e+00,9.862717251511591599e+01
2.210420841683366611e+00,9.786099001166657274e+01
2.218436873747494875e+00,9.820023630542571880e+01
2.226452905811623140e+00,9.911723907441653125e+01
2.234468937875751404e+00,9.949525255201386642e+01
2.242484969939879669e+00,9.905825200927363028e+01
2.250501002004007933e+00,9.928409676743477519e+01
2.258517034068136198e+00,9.976072916726350570e+01
2.266533066132264462e+00,1.003595255278655856e+02
2.274549098196392727e+00,1.005039519140206181e+02
2.282565130260520991e+00,1.014851501697505256e+02
2.290581162324649256e+00,1.014499481556769638e+02
2.298597194388777520e+00,1.014269032642283577e+02
2.306613226452905785e+00,1.021630621431241224e+02
2.314629258517034049e+00,1.015985440113379923e+02
2.322645290581162314e+00,1.019779230273704513e+02
2.330661322645290578e+00,1.018051235724801131e+02
2.338677354709418843e+00,1.022717283912886046e+02
2.346693386773546663e+00,1.021116522036081449e+02
2.354709418837675372e+00,1.023237881220062491e+02
2.362725450901803192e+00,1.023169976936609231e+02
2.370741482965931901e+00,1.017629055714566562e+02
2.378757515030059722e+00,1.022362873761499742e+02
2.386773547094188430e+00,1.014661193210386330e+02
2.394789579158316251e+00,1.017246813010019650e+02
2.402805611222444959e+00,1.010434139426152882e+02
2.410821643286572780e+00,1.006456996700848521e+02
2.418837675350701488e+00,1.003435441276051137e+02
2.426853707414829309e+00,1.000043475305925256e+02
2.434869739478958017e+00,1.000188785702632259e+02
2.442885771543085838e+00,9.991412508802370951e+01
2.450901803607214546e+00,9.900474514632345802e+01
2.458917835671342367e+00,9.919006639826854155e+01
2.466933867735471075e+00,9.903992508705773901e+01
2.474949899799598896e+00,9.858668220548800321e+01
2.482965931863727604e+00,9.773920216352398427e+01
2.490981963927855425e+00,9.821294225536219358e+01
2.498997995991984133e+00,9.801872203562065522e+01
2.507014028056111954e+00,9.760511751669710634e+01
2.515030060120240663e+00,9.710507767092353504e+01
2.523046092184368483e+00,9.788206266663694066e+01
2.531062124248497192e+00,9.790175356463302592e+01
2.539078156312625012e+00,9.776688649521616981e+01
